Date,Open,High,Low,Close,Adj Close,Volume
2010-12-20,2.109333,2.146000,2.084000,2.113333,2.113333,7851000
2010-12-21,2.120000,2.179333,2.114000,2.150667,2.150667,11665500
2010-12-22,2.150000,2.190667,2.113333,2.175333,2.175333,12499500
2010-12-23,2.084000,2.165333,1.994667,2.006000,2.006000,23289000
2010-12-27,1.868000,1.905333,1.670667,1.703333,1.703333,139528500
2010-12-28,1.723333,1.783333,1.666667,1.760667,1.760667,60844500
2010-12-29,1.802000,1.867333,1.766667,1.848667,1.848667,49788000
2010-12-30,1.846667,1.860000,1.758667,1.766667,1.766667,30616500
2010-12-31,1.771333,1.816667,1.766667,1.775333,1.775333,21268500
2011-01-03,1.789333,1.800000,1.726667,1.774667,1.774667,19245000
2011-01-04,1.777333,1.796667,1.734667,1.778000,1.778000,17811000
2011-01-05,1.765333,1.793333,1.746000,1.788667,1.788667,21700500
2011-01-06,1.788667,1.866667,1.787333,1.858667,1.858667,30918000
2011-01-07,1.866667,1.905333,1.860000,1.882667,1.882667,33718500
2011-01-10,1.878000,1.912000,1.870000,1.896667,1.896667,20140500
2011-01-11,1.906000,1.914000,1.794667,1.797333,1.797333,25653000
2011-01-12,1.800667,1.826667,1.768000,1.797333,1.797333,14466000
2011-01-13,1.797333,1.798000,1.744000,1.748000,1.748000,10854000
2011-01-14,1.743333,1.772000,1.707333,1.716667,1.716667,17880000
2011-01-18,1.698667,1.709333,1.650000,1.709333,1.709333,24325500
2011-01-19,1.684667,1.698000,1.583333,1.602000,1.602000,35572500
2011-01-20,1.602000,1.630000,1.491333,1.508000,1.508000,34198500
2011-01-21,1.541333,1.572667,1.514000,1.536000,1.536000,18255000
2011-01-24,1.568667,1.654000,1.548667,1.632667,1.632667,24676500
2011-01-25,1.643333,1.659333,1.601333,1.645333,1.645333,19072500
2011-01-26,1.647333,1.658667,1.606667,1.650000,1.650000,16198500
2011-01-27,1.649333,1.672000,1.635333,1.661333,1.661333,13435500
2011-01-28,1.658667,1.658667,1.583333,1.600667,1.600667,15726000
2011-01-31,1.603333,1.608000,1.566667,1.606667,1.606667,12454500
2011-02-01,1.620667,1.648667,1.569333,1.594000,1.594000,10617000
2011-02-02,1.610667,1.612000,1.578000,1.596000,1.596000,8542500
2011-02-03,1.588000,1.593333,1.543333,1.575333,1.575333,7680000
2011-02-04,1.562667,1.578000,1.548000,1.564000,1.564000,8160000
2011-02-07,1.550667,1.550667,1.525333,1.538000,1.538000,13426500
2011-02-08,1.585333,1.683333,1.533333,1.632667,1.632667,52573500
2011-02-09,1.608667,1.612000,1.519333,1.547333,1.547333,39534000
2011-02-10,1.550667,1.576000,1.520667,1.548000,1.548000,12541500
2011-02-11,1.550000,1.583333,1.529333,1.550000,1.550000,9517500
2011-02-14,1.576000,1.609333,1.536667,1.538667,1.538667,19246500
2011-02-15,1.534000,1.544667,1.504000,1.522667,1.522667,14305500
2011-02-16,1.540000,1.664667,1.538000,1.648667,1.648667,61726500
2011-02-17,1.642000,1.699333,1.570000,1.573333,1.573333,39276000
2011-02-18,1.555333,1.566000,1.530667,1.545333,1.545333,35560500
2011-02-22,1.525333,1.533333,1.452000,1.458000,1.458000,30969000
